主导申请人名称,统一社会信用代码,申请人城市,当前权利人,专利数,IPC主分类号数,首次申请年份,最近申请年份,主体类型判断,是否广东样本城市,是否头部关键词命中,推荐补录优先级,补录建议
准时达国际供应链管理有限公司,915101005620347716,成都,准时达国际供应链管理有限公司,1,1,2020,2020,企业,否,否,P3-候选观察,建议补录进企业主表
准格尔旗金正泰煤炭有限责任公司,911506227013559394,鄂尔多斯,准格尔旗金正泰煤炭有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
凉山国盛工程技术咨询有限公司,91513400MA694B3Y5G,凉山,凉山国盛工程技术咨询有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
几何智慧(常州)光伏电站运维管理有限公司,91320412MACNPTUX6Y,常州,几何智慧(常州)光伏电站运维管理有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
凯威(中山)新材料科技有限公司,91442000MA7EEJ9LXA,中山,凯威(中山)新材料科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
凯迈(洛阳)测控有限公司,91410300721854671G,洛阳,凯迈(洛阳)测控有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
列宿(苏州)智能科技有限公司,91320585MACB70JY6M; 12100000435231705W,苏州,列宿(苏州)智能科技有限公司; 西北工业大学,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
创远信科(上海)技术股份有限公司,91310000778930516R,上海,创远信科(上海)技术股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
利卓创新(北京)科技有限公司,91110108MA00GNT01U,北京,利卓创新(北京)科技有限公司,1,1,2017,2017,企业,否,否,P3-候选观察,建议补录进企业主表
利诚检测认证集团股份有限公司,91442000598916178L,中山,利诚检测认证集团股份有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
前郭富汇风能有限公司,91220721660106900C,松原,前郭富汇风能有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
力德(中山)环境科技发展有限公司,91442000MAC1KKQE34,中山,力德(中山)环境科技发展有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
力泰航空设备(广州)有限公司,91440112MADD5XE099,广州,力泰航空设备(广州)有限公司,1,1,2024,2024,企业,是,否,P3-候选观察,建议补录进企业主表
包头市金华科技有限公司,9115020468344331X5,包头,包头市金华科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京七兆科技有限公司,91110106051449457N,北京,北京七兆科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京万屋智能检测科技有限公司,91110111MACUB7UE04,北京,北京万屋智能检测科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京万成瑞讯科技有限公司,911101070828063144,北京,北京万成瑞讯科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京三川未维科技有限公司,91110108MA01NW908D,北京,北京三川未维科技有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京三星通信技术研究有限公司,91110105717749211A;,北京,北京三星通信技术研究有限公司; 三星电子株式会社,1,1,2017,2017,企业,否,否,P3-候选观察,建议补录进企业主表
北京世冠金洋科技发展有限公司,91110101748107043X,北京,北京世冠金洋科技发展有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京世纪晨数据技术有限责任公司,911101071021230951,北京,北京世纪晨数据技术有限责任公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
北京东土军悦科技有限公司,91110107697710984C,北京,北京东土军悦科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
北京东宇宏达科技有限公司,911101050958059864,北京,北京东宇宏达科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京中企时代科技有限公司,91110108740445021H,北京,北京中企时代科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京中斗科技股份有限公司,9111010556950529X8; 91370000MA3CBW6Y7F; 914403003364234290,北京,北京中斗科技股份有限公司; 国家电投集团山东能源发展有限公司; 深圳创世泰克科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京中星天视科技有限公司,91110108551389390H,北京,北京中星天视科技有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京中测国宇科技有限公司,91110108MA002UA03Y,北京,北京中测国宇科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
北京中电丰业技术开发有限公司,91110106665623288T,北京,北京中电丰业技术开发有限公司,1,1,2019,2019,企业,否,否,P3-候选观察,建议补录进企业主表
北京中电普华信息技术有限公司,9111010875824501XM,北京,北京中电普华信息技术有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京中电普华信息技术有限公司,9111010875824501XM; 91650000572528652P,北京,北京中电普华信息技术有限公司; 国网新疆电力有限公司培训中心,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京中科思创云智能科技有限公司,91110108MA01K6KD7A,北京,北京中科思创云智能科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京中科神通科技有限公司,91110108MA04H56C34,北京,北京中科神通科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京中科航星科技有限公司,911101090955749461,北京,北京中科航星科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京中科遥数信息技术有限公司,91110105579065830X,北京,北京中科遥数信息技术有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京中联世建建设规划设计有限公司,911101020929243494,北京,北京中联世建建设规划设计有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京中舆达信息科技有限公司,; 12110000400009514U,北京,北京中舆达信息科技有限公司; 北京工业职业技术学院,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京书颖科技有限公司,91110117MADXAN0D4W,北京,北京书颖科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京云圣智能科技有限责任公司,91110108MA00CBQ75M,北京,北京云圣智能科技有限责任公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京云圣智能科技有限责任公司,91110108MA00CBQ75M; 91652301MADCL3GH56,北京,北京云圣智能科技有限责任公司; 昌吉云圣智能科技有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京五一视界数字孪生科技股份有限公司,91110108329541726L,北京,北京五一视界数字孪生科技股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京五木恒润科技有限公司,911101146621581065,北京,北京五木恒润科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京亚能电气设备有限公司,9111011774155668X9,北京,北京亚能电气设备有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京享飞就飞航空俱乐部有限公司,91110108MA01L0WF92,北京,北京享飞就飞航空俱乐部有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京京东尚科信息技术有限公司,911101085923222808; 911103026605015136,北京,北京京东尚科信息技术有限公司; 北京京东世纪贸易有限公司,1,1,2019,2019,企业,否,否,P3-候选观察,建议补录进企业主表
北京京东振世信息技术有限公司,91110108MA01E3926N,北京,北京京东振世信息技术有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京京仪仪器仪表研究总院有限公司,911101087985065365,北京,北京京仪仪器仪表研究总院有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京京能国际控股有限公司,91110108MA0210B042,北京,北京京能国际控股有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京京能清洁能源电力股份有限公司内蒙古分公司,91150100MA0QG21MXL,呼和浩特,北京京能清洁能源电力股份有限公司内蒙古分公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京京都航动测控技术有限公司,91110112MA01QHRG9L,北京,北京京都航动测控技术有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京人人平安科技有限公司,91110106MA0063AB1Q; 1210000040000182XD,北京,北京人人平安科技有限公司; 北京化工大学,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京众森信和科技有限公司,911101075960211433,北京,北京众森信和科技有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京优云智翔航空科技有限公司,; 91110105069611766Y,北京,北京优云智翔航空科技有限公司; 北京享飞网络科技有限公司,1,1,2020,2020,企业,否,否,P3-候选观察,建议补录进企业主表
北京优翼科科技有限公司,91110108MA01FN4E2B,北京,北京优翼科科技有限公司,1,1,2021,2021,企业,否,否,P3-候选观察,建议补录进企业主表
北京伟闰信息科技有限公司,91110111MAD62RD70R,北京,北京伟闰信息科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京佳服信息科技有限公司,91110108MA00CW9P1F,北京,北京佳服信息科技有限公司,1,1,2022,2022,企业,否,否,P3-候选观察,建议补录进企业主表
北京佳格天地科技有限公司,91110108MA003LNY5D,北京,北京佳格天地科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京信安通信有限公司,91110108MA01W30E59,北京,北京信安通信有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京克莱明科技有限公司,91110108MA018ET39J,北京,北京克莱明科技有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京军航耀华科技有限公司,91110116MA005BT41X,北京,北京军航耀华科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京冶联智能科技有限公司,91110119MAD04KQQ5H,北京,北京冶联智能科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京凌空天行科技有限责任公司,91110105051390889B,北京,北京凌空天行科技有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京凯丰源信息技术股份有限公司,91110114696304423F,北京,北京凯丰源信息技术股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京凯莫拉科技有限公司,91110113MA01HUXW4Q,北京,北京凯莫拉科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京北之北科技发展有限公司,91110108MA04BLLF4P,北京,北京北之北科技发展有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京北创芯通科技有限公司,91110108695035719W,北京,北京北创芯通科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京北机机电工业有限责任公司,9111000010110292X0,北京,北京北机机电工业有限责任公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京千策良品工业设计有限公司,9111010869635405XD,北京,北京千策良品工业设计有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京午阳天成智慧科技有限公司,91110229MA01HTQR6K,北京,北京午阳天成智慧科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华信智航科技有限公司,91110108MA006KUH49,北京,北京华信智航科技有限公司,1,1,2017,2017,企业,否,否,P3-候选观察,建议补录进企业主表
北京华可实工程技术有限公司,91110105101200124N,北京,北京华可实工程技术有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华夏行科技有限公司,911101065695452759,北京,北京华夏行科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华如科技股份有限公司,91110108587705789X,北京,北京华如科技股份有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华成航泰科技发展有限公司,91110115MA01HTXY8W,北京,北京华成航泰科技发展有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华烽泰特科技有限公司,911101085960114552,北京,北京华烽泰特科技有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京华联电力工程咨询有限公司,; 91110106MA01B5AJ0L; 9111000071093123XX,北京,北京华联电力工程咨询有限公司; 国网冀北电力有限公司工程管理分公司; 国家电网有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
北京协合运维风电技术有限公司,91110101563601387F,北京,北京协合运维风电技术有限公司,1,1,2023,2023,企业,否,否,P3-候选观察,建议补录进企业主表
北京卓越电力建设有限公司,91110113102486160M,北京,北京卓越电力建设有限公司,1,1,2024,2024,企业,否,否,P3-候选观察,建议补录进企业主表
